iter	Logloss	Accuracy
470	0.1388051316	0.9511857099
471	0.138801595	0.9511760856
472	0.1387974344	0.9511953342
473	0.1387920814	0.9512049584
474	0.1387234273	0.9513012011
475	0.138702028	0.9512723283
476	0.1386689228	0.9513012011
477	0.1385408128	0.9513012011
478	0.1385388793	0.9513300739
479	0.1384834629	0.951368571
480	0.1384337345	0.9514263166
481	0.1384110984	0.9514166923
482	0.1383017782	0.9514166923
483	0.1382860684	0.9513974438
484	0.1381051109	0.9514263166
485	0.1380598375	0.9514263166
486	0.1379753754	0.9514744379
487	0.1379398768	0.9514648137
488	0.1379280311	0.9515225593
489	0.1379175695	0.9515033107
490	0.1378537094	0.9515033107
491	0.137842244	0.9515033107
492	0.137799356	0.9515033107
493	0.1377921302	0.9515033107
494	0.1377182886	0.9515418078
495	0.1376724935	0.9515899292
496	0.1376668314	0.9515995534
497	0.1376639526	0.9515706806
498	0.1376293207	0.9516284262
499	0.1376202376	0.951618802
500	0.1376187905	0.9516380505
501	0.1375848525	0.9516861719
502	0.1375789038	0.9516957961
503	0.1375603456	0.9517150447
504	0.1375225368	0.9517342932
505	0.1374966277	0.9517246689
506	0.1374471969	0.9516957961
507	0.1373868395	0.9517246689
508	0.1373428386	0.9517920388
509	0.1373078131	0.9517535417
510	0.1372999336	0.9517727903
511	0.1372361047	0.9517824145
512	0.1372141932	0.9517727903
513	0.1371898005	0.9518497844
514	0.1371884613	0.9518497844
515	0.1371731508	0.9518401601
516	0.1371730978	0.9518401601
517	0.137155638	0.9518305359
518	0.137122273	0.9518497844
519	0.1371184093	0.9518497844
520	0.137090533	0.9518112873
521	0.1370589985	0.9518016631
522	0.1370542891	0.9518305359
523	0.1370396256	0.9518016631
524	0.1370218634	0.9518305359
525	0.136990373	0.9518209116
526	0.1369591627	0.9518594087
527	0.1369333153	0.951869033
528	0.1368132821	0.951869033
529	0.1368080339	0.9518882815
530	0.1367680295	0.9519171543
531	0.1366873904	0.9519652756
532	0.1366754078	0.9519364028
533	0.1366271696	0.9519652756
534	0.1366158545	0.9519556514
535	0.1365064317	0.9520037727
536	0.1365031244	0.9520326455
537	0.1364988967	0.9520326455
538	0.1364678571	0.9520422698
539	0.136467846	0.9520422698
540	0.136430805	0.9520903911
541	0.1363614853	0.9521096397
542	0.1362503105	0.9521673853
543	0.1362225913	0.9521770095
544	0.1362018121	0.9521866338
545	0.1361739129	0.9521866338
546	0.1361280451	0.9521481367
547	0.1360931329	0.9521481367
548	0.1360648182	0.9521673853
549	0.1360524679	0.9521673853
550	0.1360143684	0.9521770095
551	0.1359743184	0.9522155066
552	0.1359469689	0.9521866338
553	0.1359295445	0.9521962581
554	0.1359196716	0.9521770095
555	0.1358974663	0.9522058824
556	0.1358591173	0.9522058824
557	0.1357966609	0.9522347552
558	0.1357687009	0.952263628
559	0.1357383096	0.9522540037
560	0.135690353	0.9522732522
561	0.1356903215	0.9522732522
562	0.1356903122	0.9522732522
563	0.1356607357	0.9522347552
564	0.1356479106	0.9522443794
565	0.135598508	0.9522347552
566	0.1355087947	0.952302125
567	0.1354858063	0.9522925008
568	0.1354821551	0.9522925008
569	0.1354176001	0.9524176163
570	0.1353883737	0.9524272405
571	0.1353295733	0.9524657376
572	0.1352758787	0.9524657376
573	0.135225768	0.9524849861
574	0.1352036356	0.9525042347
575	0.1351899627	0.9524946104
576	0.1351720363	0.9525138589
577	0.1351646448	0.9525042347
578	0.1351486108	0.9525234832
579	0.1351060254	0.9525042347
580	0.1350655257	0.9525138589
581	0.1350095312	0.9524946104
582	0.1349918464	0.9525138589
583	0.1349861942	0.9525138589
584	0.134926421	0.9525908531
585	0.1349126253	0.9526101016
586	0.1348955723	0.9525812288
587	0.1348474286	0.9525716046
588	0.134816206	0.9525908531
589	0.1347648898	0.9525716046
590	0.1347572059	0.9525812288
591	0.1346620313	0.9526485987
592	0.1345990764	0.95269672
593	0.1345733369	0.9526774715
594	0.1345610524	0.9526774715
595	0.1345610141	0.9526774715
596	0.1345391847	0.9526870958
597	0.1345352557	0.95269672
598	0.1345245851	0.9527159686
599	0.1344791871	0.9527352171
600	0.1344478904	0.9527544657
601	0.1344247084	0.9527063443
602	0.1344082806	0.95269672
603	0.1343420289	0.9528314598
604	0.1343362706	0.9528603326
605	0.1343314795	0.9528795812
606	0.134283197	0.9529565753
607	0.1342195069	0.9529854481
608	0.1341688591	0.9530143209
609	0.1341392368	0.9529661996
610	0.1340957781	0.9529854481
611	0.1340265159	0.9530046966
612	0.1340248416	0.9530046966
613	0.1339502922	0.9530431937
614	0.1339173243	0.9530431937
615	0.133882794	0.9530624423
616	0.1338612593	0.9530335694
617	0.1338234577	0.9530720665
618	0.133805067	0.9530720665
619	0.1337569332	0.9530816908
620	0.1337523753	0.9530720665
621	0.1337459106	0.9530720665
622	0.1337458983	0.9530720665
623	0.1337374434	0.9530720665
624	0.1337337076	0.9530720665
625	0.133696622	0.9531009393
626	0.1336653049	0.9531394364
627	0.1336275807	0.9531779335
628	0.1335764031	0.9531875577
629	0.1335538754	0.9531875577
630	0.1335124249	0.9531779335
631	0.1334815928	0.9531298121
632	0.1334085752	0.9531009393
633	0.1334025396	0.9531105636
634	0.1333724692	0.9531298121
635	0.1333707552	0.9531298121
636	0.1333697855	0.9531298121
637	0.133363697	0.9531201879
638	0.1333403093	0.9530913151
639	0.1332980411	0.9531009393
640	0.133251695	0.9531394364
641	0.1332301598	0.9531394364
642	0.133215217	0.9531201879
643	0.1331666041	0.9531683092
644	0.1331624239	0.9531683092
645	0.1331601689	0.9531779335
646	0.1331322442	0.9531490607
647	0.1330862584	0.953197182
648	0.13307142	0.9532068063
649	0.1330499232	0.9531875577
650	0.1330014511	0.9531683092
651	0.1329378993	0.9532356791
652	0.1328654579	0.953197182
653	0.1328463277	0.9532453034
654	0.1327701771	0.9532549276
655	0.1327663466	0.9532356791
656	0.1327467996	0.9532549276
657	0.1327025372	0.953303049
658	0.1325743163	0.953303049
659	0.1325180396	0.9532549276
660	0.1325097757	0.9532645519
661	0.1324971859	0.953303049
662	0.132472917	0.9533126732
663	0.1324294968	0.953341546
664	0.1324126787	0.9533222975
665	0.1323805032	0.9533126732
666	0.1323467493	0.9533607946
667	0.1322620833	0.9533319218
668	0.1322220775	0.953341546
669	0.1321573938	0.9533896674
670	0.1321431064	0.9533607946
671	0.1320954194	0.9533800431
672	0.1320905464	0.9533800431
673	0.1320599666	0.9534185402
674	0.1320123164	0.9534570373
675	0.1319812659	0.9534666615
676	0.1319690825	0.9534666615
677	0.1318933538	0.9535436557
678	0.1318734898	0.9535436557
679	0.1318462083	0.9535821528
680	0.1318430218	0.953591777
681	0.1318340302	0.9536110256
682	0.1318111689	0.9535629042
683	0.1318052456	0.9535436557
684	0.1317640964	0.953591777
685	0.1317603074	0.9535725285
686	0.1317121251	0.9536206498
687	0.1316699623	0.9536880197
688	0.1316353713	0.9537072682
689	0.1316329756	0.953697644
690	0.1316190187	0.953697644
691	0.1315698716	0.9537650139
692	0.131533963	0.9537650139
693	0.1315148102	0.9538035109
694	0.1315038238	0.9537650139
695	0.1314746812	0.9538323837
696	0.1314549889	0.9538323837
697	0.1314263661	0.9538227595
698	0.1313820538	0.9538131352
699	0.1313125271	0.9537650139
700	0.1313110813	0.9537650139
701	0.1312852515	0.953842008
702	0.1312824492	0.9538323837
703	0.1312523875	0.9538516323
704	0.1312165877	0.9538612565
705	0.1312097551	0.9538708808
706	0.1311693682	0.9538323837
707	0.1311639144	0.9538323837
708	0.1311605911	0.9538323837
709	0.1311329841	0.9538227595
710	0.1311118524	0.9538035109
711	0.1311034909	0.9537938867
712	0.1310076215	0.9538227595
713	0.1309803392	0.9538516323
714	0.1309771033	0.953842008
715	0.1309763528	0.953842008
716	0.1309736889	0.953842008
717	0.1309526808	0.9538035109
718	0.1309405347	0.9538035109
719	0.1308822688	0.9537938867
720	0.1308349353	0.9538227595
721	0.1308034201	0.9538805051
722	0.1308005762	0.9538805051
723	0.1307524987	0.953947875
724	0.1307397176	0.9539671235
725	0.130739508	0.9539671235
726	0.1306844618	0.953986372
727	0.1306407372	0.953986372
728	0.1306326593	0.9540248691
729	0.1306213855	0.953986372
730	0.1305717167	0.9540248691
731	0.1305698363	0.9540248691
732	0.1305542707	0.9540152448
733	0.1305384974	0.9540248691
734	0.1305344339	0.9540248691
735	0.130519588	0.9540344934
736	0.1304958124	0.9540441176
737	0.1304425709	0.9540826147
738	0.1304425617	0.9540826147
739	0.1304098303	0.9540633662
740	0.1303736672	0.9540826147
741	0.1303723991	0.9540826147
742	0.1303473773	0.9540729905
743	0.1303092699	0.954092239
744	0.1302879256	0.9541211118
745	0.1302019442	0.9541499846
746	0.1301622124	0.9541307361
747	0.130126682	0.9541307361
748	0.1300972942	0.9541692331
749	0.1300683729	0.9541884817
750	0.1300391595	0.9542751001
751	0.129996682	0.9542847244
752	0.1299633621	0.9542654758
753	0.1299337391	0.9542558516
754	0.1298922963	0.9542654758
755	0.1298829487	0.9542654758
756	0.129879296	0.9542751001
757	0.1298357474	0.9542943486
758	0.1298135149	0.9542847244
759	0.1298090542	0.9542751001
760	0.1297540837	0.9543905913
761	0.1297441749	0.9543713428
762	0.129739554	0.9543713428
763	0.129721182	0.9543713428
764	0.1297077566	0.9544194641
765	0.1296885173	0.9543617185
766	0.1296446878	0.9543617185
767	0.1296414531	0.9543713428
768	0.1296025273	0.9544002156
769	0.1295783982	0.9544002156
770	0.1295557713	0.9544194641
771	0.129532929	0.9544387127
772	0.1294984254	0.9544387127
773	0.1294788515	0.9544579612
774	0.1294174884	0.9545157068
775	0.1293667663	0.9544483369
776	0.1293301193	0.9544579612
777	0.1293117962	0.9544675855
778	0.1292880437	0.9544772097
779	0.1292580037	0.954486834
780	0.1292459627	0.9544579612
781	0.1292024932	0.9544964583
782	0.1291964251	0.9544579612
783	0.1291481815	0.9544579612
784	0.1291271037	0.9544387127
785	0.1290905339	0.9545445796
786	0.1290836691	0.9545445796
787	0.1289638801	0.9545542039
788	0.128929706	0.9545349553
789	0.1288843103	0.9546215738
790	0.1288804456	0.9546215738
791	0.1287874386	0.954631198
792	0.128740746	0.9546600708
793	0.1287397163	0.9546504466
794	0.1287391371	0.9546600708
795	0.1287329158	0.9546696951
796	0.1286902364	0.9546793194
797	0.1286606985	0.9546408223
798	0.12865227	0.9546889436
799	0.1286304602	0.9546985679
800	0.1286020345	0.9546889436
801	0.128567274	0.9547081922
802	0.1285268659	0.9546696951
803	0.1284828885	0.9546408223
804	0.1284411578	0.9546985679
805	0.1283946658	0.9547274407
806	0.1283877701	0.9547466893
807	0.1283877604	0.9547466893
808	0.128324867	0.9547466893
809	0.1282983014	0.9548236834
810	0.1282682301	0.9548333077
811	0.128232567	0.9548236834
812	0.128219021	0.9548333077
813	0.1282004913	0.9548429319
814	0.1281689985	0.9548910533
815	0.1281581277	0.9548333077
816	0.1281395348	0.9548333077
817	0.1280990491	0.9548236834
818	0.1280309375	0.9548718047
819	0.1280271536	0.9548718047
820	0.1280261308	0.9548718047
821	0.1280103162	0.9548718047
822	0.127978719	0.9548910533
823	0.1279736778	0.9548910533
824	0.1279639646	0.9549006775
825	0.1279263849	0.9548621805
826	0.1278886355	0.9547948106
827	0.127877527	0.9547851863
828	0.127873107	0.9547851863
829	0.127856534	0.9548333077
830	0.1278043161	0.9548621805
831	0.1277753012	0.9548525562
832	0.1277681651	0.9548525562
833	0.1277541499	0.9548718047
834	0.1277118312	0.9547755621
835	0.1277116988	0.9547755621
836	0.1277095035	0.9547563135
837	0.1276695793	0.9547659378
838	0.1276556109	0.9548044349
839	0.1276050881	0.9548621805
840	0.1276026111	0.9548621805
841	0.1275600133	0.9548333077
842	0.1275563259	0.9548429319
843	0.1275030606	0.9549103018
844	0.1274964019	0.9549103018
845	0.1274872632	0.9549199261
846	0.127475801	0.9549006775
847	0.1274236951	0.9549199261
848	0.1273967478	0.9549487989
849	0.1273600131	0.9549969202
850	0.1273320301	0.9549487989
851	0.1272944719	0.9550161688
852	0.1272888932	0.9550161688
853	0.1272730621	0.9550161688
854	0.127234174	0.9550546658
855	0.1272311018	0.9550354173
856	0.1271992537	0.9551124115
857	0.1271973783	0.9551124115
858	0.1271950659	0.9551220357
859	0.1271387985	0.9551701571
860	0.1271035821	0.9552182784
861	0.1270332862	0.9551894056
862	0.1270067791	0.9551990299
863	0.1270012026	0.9551990299
864	0.1269860747	0.9551797813
865	0.1269615339	0.9552182784
866	0.1269089036	0.9551701571
867	0.1268582612	0.9551509085
868	0.1268536014	0.9551894056
869	0.1268214769	0.9552182784
870	0.1268088839	0.9552086541
871	0.1267828535	0.9551605328
872	0.1267215382	0.9551797813
873	0.1266961265	0.9551894056
874	0.1266912392	0.9551990299
875	0.1266873339	0.9552086541
876	0.1266263336	0.9552663998
877	0.1266146875	0.9551990299
878	0.126583599	0.9552086541
879	0.1265380071	0.9552279027
880	0.1265067819	0.9552567755
881	0.1264868837	0.9552086541
882	0.1264619984	0.9552279027
883	0.126433717	0.9553241454
